,"0_CDRJ","L019","L318","L502","L135",1000,"L096","L100","L503","L594","L012","L662","L570","L685",1033,"L767","L463","L022","L359","L977",5022,"L057","L886",1021,"L774",1082,"L523","L449","L529","L759","L839",5420,1108,1240,5412,"L650",5009,5208,9112,9314,9141,"L095","L032",1073,1266,1451,"L175","L164","L508","L010","L230","L653","L020","L281",1012,"L858",1444,"L227",1062,"L025","L606","L602",5223,"L157","L663","L121","L713","L077",5270,"L709",9982,9119,9146,9968,9099,9501,9283,9326,9188,9970,9035,"L003","L067","L131","L069","L540","L583","L526",5275,"L509",1175,"L090","L777","L560","L900","L005","L536",9139,9246
"L529",0.744166666666666,3.80388888888889,1.15527777777778,0.553055555555556,0.819722222222222,0.666388888888889,0.595833333333333,0.522777777777778,0.549722222222222,0.393611111111111,1.8475,0.824444444444444,1.99861111111111,0.623055555555556,1.77361111111111,0.195,0.836944444444444,0.693055555555556,0.480833333333333,1.36694444444444,0.318333333333333,1.02527777777778,0.245,0.343611111111111,0.573333333333333,0.263333333333333,0.342777777777778,0.276666666666667,0,0.230555555555555,0.306388888888889,0.559722222222222,0.5775,0.480277777777778,0.344444444444444,1.94166666666667,0.241111111111111,0.304722222222222,0.463611111111111,0.22,0.196111111111111,0.573333333333333,0.263333333333333,0.285277777777778,0.340277777777778,0.408611111111111,1.06138888888889,0.777222222222222,0.613611111111111,0.475,0.543611111111111,1.17222222222222,0.863333333333333,2.31861111111111,0.601111111111111,0.295277777777778,0.693333333333333,0.136944444444444,0.425555555555556,0.491388888888889,0.512777777777778,0.85,2.255,2.06222222222222,2.57333333333333,2.62694444444444,0.428888888888889,0.697777777777778,0.280277777777778,0.345833333333333,0.490833333333333,0.518055555555556,0.155,0.7225,0.318055555555555,0.153333333333333,0.314166666666667,0.298333333333333,1.11305555555556,0.530555555555556,2.38194444444444,1.41694444444444,2.25361111111111,0.1975,2.69222222222222,2.46944444444444,0.846666666666667,1.16944444444444,0.795,1.94472222222222,0.184166666666667,2.59222222222222,0.471111111111111,0.597777777777778,0.342777777777778,0.598888888888889,0.112777777777778,0.459166666666667,0.190833333333333
"L759",0.801666666666667,3.89777777777778,1.24111111111111,0.610555555555556,0.643611111111111,0.760277777777778,0.525277777777778,0.580555555555556,0.548611111111111,0.163055555555556,1.90527777777778,0.881944444444444,2.05638888888889,0.5925,1.85916666666667,0.275,0.9225,0.786944444444444,0.286666666666667,1.33583333333333,0.0875,1.11111111111111,0.418888888888889,0.424444444444444,0.631111111111111,0.3475,0.246666666666667,0.311111111111111,0.355,0,0.222777777777778,0.645277777777778,0.383055555555555,0.285833333333333,0.430277777777778,1.99944444444444,0.418611111111111,0.211666666666667,0.549444444444444,0.358888888888889,0.237222222222222,0.631111111111111,0.3475,0.234722222222222,0.199722222222222,0.489166666666667,1.15527777777778,0.871111111111111,0.419444444444444,0.5325,0.601388888888889,1.20361111111111,0.957222222222222,2.40416666666667,0.461666666666667,0.376111111111111,0.750833333333333,0.284444444444444,0.483055555555556,0.548888888888889,0.606666666666667,0.943888888888889,2.3125,2.12,2.65916666666667,2.7125,0.533611111111111,0.783611111111111,0.361111111111111,0.249722222222222,0.576666666666667,0.323611111111111,0.199166666666667,0.808055555555555,0.221944444444444,0.1825,0.159166666666667,0.214722222222222,1.20694444444444,0.616388888888889,2.47583333333333,1.47472222222222,2.31111111111111,0.336388888888889,2.77777777777778,2.555,0.932222222222222,1.25527777777778,0.8525,2.0025,0.223055555555555,2.67805555555556,0.528888888888889,0.683333333333333,0.246666666666667,0.423055555555556,0.311944444444444,0.509722222222222,0.334722222222222
"L839",0.904166666666667,4.00027777777778,1.34333333333333,0.713055555555556,0.795,0.8625,0.676388888888889,0.682777777777778,0.709722222222222,0.234444444444444,2.0075,0.984166666666667,2.15861111111111,0.743888888888889,1.96166666666667,0.3775,1.025,0.889166666666667,0.437777777777778,1.48722222222222,0.286111111111111,1.21333333333333,0.389444444444444,0.526666666666667,0.733333333333333,0.45,0.118888888888889,0.288611111111111,0.3775,0.295555555555555,0,0.747777777777778,0.534444444444445,0.436944444444444,0.5325,2.10166666666667,0.506944444444444,0.120555555555555,0.651666666666667,0.461388888888889,0.221944444444444,0.733333333333333,0.45,0.110277777777778,0.157222222222222,0.591666666666667,1.2575,0.973611111111111,0.570555555555556,0.635,0.703611111111111,1.36861111111111,1.05972222222222,2.50666666666667,0.612777777777778,0.478333333333333,0.853055555555556,0.285,0.585277777777778,0.651388888888889,0.708888888888889,1.04638888888889,2.415,2.22222222222222,2.76138888888889,2.81472222222222,0.635833333333333,0.885833333333333,0.463333333333333,0.121944444444444,0.678888888888889,0.474722222222222,0.288333333333333,0.910555555555555,0.125,0.247777777777778,0.192222222222222,0.0375,1.30916666666667,0.718611111111111,2.57805555555556,1.57694444444444,2.41333333333333,0.438611111111111,2.88027777777778,2.65722222222222,1.03444444444444,1.3575,0.955,2.10472222222222,0.241111111111111,2.78027777777778,0.631111111111111,0.785555555555556,0.118888888888889,0.574444444444444,0.334444444444444,0.611944444444444,0.436944444444444
5420,0.896944444444444,3.97166666666667,0.899722222222222,0.705833333333333,0.9725,0.834166666666667,0.748611111111111,0.675833333333333,0.702777777777778,0.707222222222222,2.00027777777778,0.977222222222222,2.15138888888889,0.775833333333333,1.58138888888889,0.488055555555556,0.644722222222222,0.860833333333333,0.794444444444444,1.535,0.631666666666667,0.833333333333333,0.526944444444444,0.618611111111111,0.726388888888889,0.533333333333333,0.656388888888889,0.669722222222222,0.595833333333333,0.544166666666667,0.62,0,0.886111111111111,0.793888888888889,0.5125,2.09444444444444,0.51,0.66,0.189722222222222,0.538888888888889,0.589166666666667,0.726388888888889,0.533333333333333,0.669166666666667,0.653888888888889,0.659722222222222,1.22916666666667,0.945,0.819166666666667,0.627777777777778,0.696388888888889,1.34,1.03111111111111,2.12638888888889,0.753888888888889,0.570277777777778,0.846111111111111,0.560833333333333,0.578333333333333,0.644166666666667,0.680555555555556,1.01777777777778,2.40777777777778,2.215,2.38138888888889,2.43472222222222,0.596666666666667,0.496388888888889,0.555277777777778,0.659444444444445,0.179722222222222,0.831388888888889,0.579166666666667,0.279166666666667,0.631666666666667,0.577222222222222,0.6275,0.611944444444444,1.28083333333333,0.109444444444444,2.54972222222222,1.52611111111111,2.40638888888889,0.516111111111111,2.5,2.27722222222222,0.390833333333333,0.9775,0.947777777777778,2.0975,0.577222222222222,2.40027777777778,0.623888888888889,0.182222222222222,0.656388888888889,0.751666666666667,0.591944444444444,0.605,0.514444444444445
1108,0.99,3.76722222222222,1.48527777777778,0.820555555555556,0.375555555555555,0.558055555555556,0.256944444444444,0.743611111111111,0.280277777777778,0.268333333333333,2.09361111111111,1.07027777777778,2.24472222222222,0.324444444444444,2.10333333333333,0.519166666666667,1.16666666666667,0.745277777777778,0.066388888888889,1.0675,0.299722222222222,1.35527777777778,0.642222222222222,0.570555555555556,0.581666666666667,0.591666666666667,0.383055555555555,0.616111111111111,0.578611111111111,0.348333333333333,0.416944444444444,0.889444444444444,0,0.070555555555556,0.5925,2.18777777777778,0.662777777777778,0.47,0.793611111111111,0.603055555555556,0.542222222222222,0.581666666666667,0.591666666666667,0.459722222222222,0.336388888888889,0.493611111111111,1.01222222222222,0.829444444444444,0.151111111111111,0.7425,0.343888888888889,0.935277777777778,0.826666666666667,2.64833333333333,0.193333333333333,0.624722222222222,0.939166666666667,0.589722222222222,0.692777777777778,0.59,0.671388888888889,0.813333333333333,2.50111111111111,2.32166666666667,2.90333333333333,2.95666666666667,0.676944444444444,1.0275,0.605277777777778,0.386388888888889,0.820555555555556,0.103333333333333,0.504166666666667,1.05222222222222,0.358333333333333,0.4875,0.295555555555555,0.408888888888889,0.980277777777778,0.860277777777778,2.345,1.67666666666667,2.49944444444444,0.580555555555556,3.02194444444444,2.79916666666667,1.17638888888889,1.49944444444444,1.05444444444444,2.19083333333333,0.528055555555556,2.92222222222222,0.730555555555555,0.9275,0.383055555555555,0.154722222222222,0.574444444444444,0.476666666666667,0.578888888888889
1240,0.995833333333333,3.77305555555556,1.48361111111111,0.826388888888889,0.381388888888889,0.563888888888889,0.262777777777778,0.749444444444444,0.286111111111111,0.266666666666667,2.09944444444444,1.07611111111111,2.25055555555556,0.330277777777778,2.10194444444444,0.5175,1.16527777777778,0.751111111111111,0.064722222222222,1.07333333333333,0.298333333333333,1.35361111111111,0.640555555555555,0.568888888888889,0.5875,0.590277777777778,0.381388888888889,0.614722222222222,0.576944444444445,0.346944444444444,0.415555555555556,0.888055555555555,0.120833333333333,0,0.598333333333333,2.19361111111111,0.661111111111111,0.468611111111111,0.791944444444444,0.601666666666667,0.540555555555556,0.5875,0.590277777777778,0.458333333333333,0.334722222222222,0.499444444444444,1.01805555555556,0.835277777777778,0.156944444444444,0.748333333333333,0.349722222222222,0.941111111111111,0.8325,2.64666666666667,0.199166666666667,0.630555555555556,0.945,0.588055555555556,0.698611111111111,0.595833333333333,0.677222222222222,0.819166666666667,2.50694444444444,2.32777777777778,2.90166666666667,2.955,0.682777777777778,1.02611111111111,0.603611111111111,0.384722222222222,0.819166666666667,0.100555555555555,0.502777777777778,1.05083333333333,0.356944444444444,0.485833333333333,0.293888888888889,0.407222222222222,0.986111111111111,0.858888888888889,2.35083333333333,1.6825,2.50527777777778,0.578888888888889,3.02055555555556,2.7975,1.17472222222222,1.49777777777778,1.06027777777778,2.19666666666667,0.526388888888889,2.92055555555556,0.736388888888889,0.925833333333333,0.381666666666667,0.160555555555556,0.572777777777778,0.4825,0.577222222222222
5412,0.440833333333333,3.53694444444444,1.20027777777778,0.249444444444444,0.730277777777778,0.399166666666667,0.506388888888889,0.219444444444444,0.460555555555555,0.541111111111111,1.54416666666667,0.520833333333333,1.69527777777778,0.533611111111111,1.81861111111111,0.355,0.881666666666667,0.425833333333333,0.628611111111111,1.1,0.465833333333333,1.07027777777778,0.399722222222222,0.485555555555556,0.386111111111111,0.400277777777778,0.490277777777778,0.5425,0.468888888888889,0.378055555555555,0.453888888888889,0.604722222222222,0.643888888888889,0.627777777777778,0,1.63833333333333,0.384722222222222,0.493888888888889,0.508611111111111,0.408888888888889,0.462222222222222,0.386111111111111,0.400277777777778,0.503055555555556,0.487777777777778,0.4175,0.794166666666667,0.510277777777778,0.576944444444445,0.171666666666667,0.454444444444444,0.905,0.596388888888889,2.36333333333333,0.511666666666667,0.453888888888889,0.389722222222222,0.433888888888889,0.313611111111111,0.314166666666667,0.245555555555555,0.583055555555555,1.95166666666667,1.74583333333333,2.61833333333333,2.67166666666667,0.1725,0.742777777777778,0.422222222222222,0.493333333333333,0.535833333333333,0.665555555555556,0.451944444444444,0.7675,0.465555555555556,0.450277777777778,0.461666666666667,0.445833333333333,0.845833333333333,0.575555555555556,2.11472222222222,1.10055555555556,1.95,0.386388888888889,2.73722222222222,2.51416666666667,0.891388888888889,1.21444444444444,0.478333333333333,1.64138888888889,0.45,2.63722222222222,0.154444444444444,0.6425,0.490277777777778,0.509444444444444,0.464722222222222,0.362777777777778,0.384722222222222
"L650",1.37166666666667,3.90166666666667,2.79722222222222,1.61361111111111,2.18666666666667,1.85472222222222,2.0925,1.60805555555556,2.04638888888889,2.14916666666667,1.8025,1.54611111111111,1.25416666666667,2.11972222222222,3.32583333333333,1.95916666666667,2.38166666666667,1.71305555555556,2.23916666666667,1.96638888888889,2.07361111111111,2.57777777777778,1.99805555555556,2.08972222222222,1.84166666666667,2.00444444444444,2.09805555555556,2.14083333333333,2.06694444444444,1.98611111111111,2.06194444444444,2.20138888888889,2.23,2.23555555555556,1.73527777777778,0,1.98083333333333,2.10194444444444,2.10527777777778,2.01,2.06027777777778,1.84166666666667,2.00444444444444,2.11083333333333,2.09555555555556,2.00333333333333,2.0175,1.67916666666667,2.16277777777778,1.74944444444444,2.04027777777778,2.12833333333333,1.84777777777778,3.87083333333333,2.09777777777778,2.02972222222222,1.44444444444444,2.03194444444444,1.92138888888889,1.74027777777778,1.67361111111111,2.03861111111111,2.34138888888889,1.2925,4.12583333333333,4.17916666666667,1.6,2.33944444444444,2.02638888888889,2.10138888888889,2.1325,2.27611111111111,2.05,2.36416666666667,2.07333333333333,2.04833333333333,2.06944444444444,2.05361111111111,1.7125,2.17222222222222,2.47972222222222,2.33666666666667,2.34,1.98722222222222,4.24444444444444,4.02166666666667,2.48833333333333,2.72194444444444,1.67666666666667,1.76111111111111,2.04833333333333,4.14472222222222,1.645,2.23944444444444,2.09833333333333,2.09527777777778,2.06277777777778,1.94861111111111,1.98555555555556
5009,0.786111111111111,3.84583333333333,1.19722222222222,0.595,0.861666666666667,0.708333333333333,0.637777777777778,0.565,0.591944444444444,0.471111111111111,1.88972222222222,0.866388888888889,2.04083333333333,0.665,1.81555555555556,0.231944444444444,0.878888888888889,0.735,0.558333333333333,1.40916666666667,0.395555555555555,1.0675,0.218888888888889,0.380555555555555,0.615555555555556,0.299444444444444,0.420277777777778,0.410277777777778,0.308611111111111,0.308055555555556,0.383888888888889,0.601666666666667,0.655,0.5575,0.386666666666667,1.98361111111111,0,0.423888888888889,0.505555555555556,0.179722222222222,0.33,0.615555555555556,0.299444444444444,0.432777777777778,0.417777777777778,0.445555555555556,1.10333333333333,0.819444444444444,0.708333333333333,0.516944444444444,0.585555555555556,1.21416666666667,0.905277777777778,2.36055555555556,0.643055555555556,0.332222222222222,0.735277777777778,0.278888888888889,0.4675,0.533333333333333,0.554722222222222,0.892222222222222,2.29694444444444,2.10444444444444,2.61555555555556,2.66888888888889,0.470833333333333,0.739722222222222,0.317222222222222,0.423333333333333,0.532777777777778,0.595277777777778,0.297222222222222,0.764444444444445,0.395555555555555,0.295277777777778,0.391388888888889,0.375833333333333,1.155,0.5725,2.42388888888889,1.45916666666667,2.29555555555556,0.156944444444444,2.73416666666667,2.51138888888889,0.888611111111111,1.21138888888889,0.836944444444444,1.98666666666667,0.317777777777778,2.63444444444444,0.513055555555556,0.639722222222222,0.420277777777778,0.640833333333333,0.31,0.496111111111111,0.073055555555556
5208,0.8475,3.94361111111111,1.28694444444444,0.656388888888889,0.738333333333333,0.806111111111111,0.62,0.626388888888889,0.653333333333333,0.250555555555555,1.95111111111111,0.927777777777778,2.10222222222222,0.687222222222222,1.905,0.320833333333333,0.968333333333333,0.832777777777778,0.381388888888889,1.43055555555556,0.229444444444444,1.15694444444444,0.410555555555556,0.47,0.676944444444444,0.393333333333333,0.156666666666667,0.309722222222222,0.398611111111111,0.238888888888889,0.081111111111111,0.691111111111111,0.477777777777778,0.380555555555555,0.476111111111111,2.045,0.464444444444444,0,0.595,0.404722222222222,0.243055555555555,0.676944444444444,0.393333333333333,0.116666666666667,0.171388888888889,0.535,1.20111111111111,0.916944444444444,0.514166666666667,0.578333333333333,0.647222222222222,1.31194444444444,1.00305555555556,2.45,0.556388888888889,0.421666666666667,0.796666666666667,0.306111111111111,0.528888888888889,0.594722222222222,0.652222222222222,0.989722222222222,2.35833333333333,2.16583333333333,2.705,2.75833333333333,0.579166666666667,0.829166666666667,0.406944444444444,0.159722222222222,0.622222222222222,0.418333333333333,0.285277777777778,0.853888888888889,0.149166666666667,0.254166666666667,0.171388888888889,0.072777777777778,1.25277777777778,0.661944444444444,2.52138888888889,1.52055555555556,2.35694444444444,0.381944444444444,2.82361111111111,2.60083333333333,0.978055555555556,1.30083333333333,0.898333333333333,2.04805555555556,0.2475,2.72388888888889,0.574722222222222,0.729166666666667,0.156666666666667,0.517777777777778,0.355555555555555,0.555555555555556,0.380277777777778
9112,0.8625,3.93722222222222,0.922777777777778,0.671388888888889,0.938055555555555,0.799722222222222,0.714166666666667,0.641388888888889,0.668333333333333,0.672777777777778,1.96583333333333,0.942777777777778,2.11694444444444,0.741388888888889,1.53666666666667,0.453611111111111,0.6,0.826388888888889,0.76,1.50055555555556,0.597222222222222,0.788333333333333,0.4925,0.584166666666667,0.691944444444444,0.498888888888889,0.621944444444444,0.635277777777778,0.561388888888889,0.509722222222222,0.585555555555556,0.218333333333333,0.851666666666667,0.759444444444444,0.478055555555556,2.06,0.475555555555555,0.625555555555555,0,0.504444444444444,0.554722222222222,0.691944444444444,0.498888888888889,0.634722222222222,0.619444444444444,0.625277777777778,1.19472222222222,0.910555555555555,0.784722222222222,0.593333333333333,0.661944444444444,1.30555555555556,0.996666666666667,2.08138888888889,0.719444444444444,0.535833333333333,0.811666666666667,0.526388888888889,0.543888888888889,0.609722222222222,0.646111111111111,0.983333333333333,2.37333333333333,2.18055555555556,2.33638888888889,2.38972222222222,0.562222222222222,0.465277777777778,0.520833333333333,0.625,0.065833333333333,0.796944444444444,0.544722222222222,0.382777777777778,0.597222222222222,0.542777777777778,0.593055555555556,0.5775,1.24638888888889,0.189166666666667,2.51527777777778,1.48111111111111,2.37194444444444,0.481666666666667,2.45527777777778,2.23222222222222,0.494444444444444,0.9325,0.913333333333333,2.06305555555556,0.542777777777778,2.35527777777778,0.589444444444444,0.341111111111111,0.621944444444444,0.717222222222222,0.5575,0.570555555555556,0.48
9314,0.798333333333333,3.85805555555556,1.20944444444444,0.606944444444444,0.873888888888889,0.720277777777778,0.65,0.576944444444445,0.603888888888889,0.480833333333333,1.90166666666667,0.878333333333333,2.05277777777778,0.677222222222222,1.8275,0.241944444444444,0.890833333333333,0.747222222222222,0.568333333333333,1.42111111111111,0.405555555555555,1.07944444444444,0.133333333333333,0.390277777777778,0.6275,0.306111111111111,0.43,0.325,0.223333333333333,0.317777777777778,0.393611111111111,0.613888888888889,0.664722222222222,0.5675,0.398611111111111,1.99583333333333,0.251111111111111,0.353333333333333,0.517777777777778,0,0.244722222222222,0.6275,0.306111111111111,0.333611111111111,0.4275,0.455277777777778,1.11527777777778,0.831388888888889,0.720277777777778,0.529166666666667,0.597777777777778,1.22638888888889,0.9175,2.3725,0.655277777777778,0.341944444444444,0.747222222222222,0.271111111111111,0.479444444444444,0.545277777777778,0.566666666666667,0.904166666666667,2.30916666666667,2.11638888888889,2.6275,2.68083333333333,0.483055555555556,0.751944444444444,0.326944444444444,0.433055555555556,0.545,0.605277777777778,0.2825,0.776388888888889,0.405277777777778,0.233611111111111,0.401388888888889,0.385555555555555,1.16694444444444,0.584722222222222,2.43583333333333,1.47111111111111,2.3075,0.071666666666667,2.74611111111111,2.52333333333333,0.900555555555555,1.22361111111111,0.849166666666667,1.99888888888889,0.2325,2.64638888888889,0.525277777777778,0.651666666666667,0.43,0.652777777777778,0.267222222222222,0.506111111111111,0.191666666666667
9141,0.855277777777778,3.93,1.27916666666667,0.664166666666667,0.875833333333333,0.792222222222222,0.706944444444444,0.633888888888889,0.660833333333333,0.387777777777778,1.95861111111111,0.935277777777778,2.10972222222222,0.734166666666667,1.89722222222222,0.306111111111111,0.960555555555556,0.819166666666667,0.518611111111111,1.49305555555556,0.365833333333333,1.14916666666667,0.225277777777778,0.454722222222222,0.684444444444444,0.374444444444444,0.311111111111111,0.124444444444444,0.213333333333333,0.278055555555555,0.237222222222222,0.683333333333333,0.615277777777778,0.517777777777778,0.470555555555556,2.05277777777778,0.342777777777778,0.168333333333333,0.587222222222222,0.321111111111111,0,0.684444444444444,0.374444444444444,0.182777777777778,0.308611111111111,0.519444444444444,1.18722222222222,0.903333333333333,0.651388888888889,0.586111111111111,0.654722222222222,1.29833333333333,0.989444444444444,2.44222222222222,0.693611111111111,0.406388888888889,0.804166666666667,0.120555555555555,0.536388888888889,0.6025,0.638611111111111,0.976111111111111,2.36611111111111,2.17333333333333,2.69722222222222,2.75055555555556,0.555,0.821388888888889,0.391388888888889,0.314444444444444,0.614444444444444,0.555555555555556,0.138888888888889,0.846111111111111,0.286388888888889,0.078055555555556,0.308611111111111,0.228888888888889,1.23888888888889,0.654166666666667,2.50777777777778,1.52805555555556,2.36444444444444,0.293333333333333,2.81583333333333,2.59305555555556,0.970277777777778,1.29305555555556,0.906111111111111,2.05583333333333,0.103333333333333,2.71611111111111,0.582222222222222,0.721388888888889,0.311388888888889,0.655,0.170277777777778,0.570277777777778,0.301944444444444
"L095",0.669722222222222,3.56888888888889,1.41611111111111,0.487777777777778,0.711111111111111,0.415833333333333,0.487222222222222,0.338055555555555,0.441111111111111,0.771388888888889,1.77305555555556,0.694444444444444,1.92416666666667,0.514444444444445,2.03444444444444,0.560833333333333,1.09777777777778,0.458055555555556,0.633888888888889,1.13194444444444,0.695833333333333,1.28611111111111,0.616944444444444,0.598611111111111,0,0.603888888888889,0.720555555555556,0.759722222222222,0.686111111111111,0.608333333333333,0.684166666666667,0.820555555555556,0.624722222222222,0.638333333333333,0.437222222222222,1.86722222222222,0.599722222222222,0.724166666666667,0.724444444444444,0.629166666666667,0.679444444444444,0,0.603888888888889,0.733333333333333,0.718055555555556,0.368055555555556,0.826388888888889,0.542222222222222,0.5575,0.490833333333333,0.384722222222222,0.937222222222222,0.628333333333333,2.57944444444444,0.4925,0.487222222222222,0.605,0.651111111111111,0.596666666666667,0.362222222222222,0.223333333333333,0.615,2.18055555555556,2.08861111111111,2.83416666666667,2.8875,0.347777777777778,0.958611111111111,0.576944444444445,0.723611111111111,0.751666666666667,0.670833333333333,0.669166666666667,0.983333333333333,0.695833333333333,0.6675,0.691666666666667,0.676111111111111,0.878055555555556,0.791388888888889,2.14694444444444,1.44333333333333,2.17888888888889,0.606388888888889,2.95305555555556,2.73,1.1075,1.43027777777778,0.821388888888889,1.87027777777778,0.6675,2.85305555555556,0.4975,0.858333333333333,0.720555555555556,0.49,0.681944444444444,0.400277777777778,0.604722222222222
"L032",0.825,3.88666666666667,1.23805555555556,0.638055555555556,0.860555555555555,0.748888888888889,0.636666666666667,0.607777777777778,0.563611111111111,0.500277777777778,1.92833333333333,0.905,2.07944444444444,0.615833333333333,1.85611111111111,0.211388888888889,0.919444444444444,0.775833333333333,0.530833333333333,1.44972222222222,0.424722222222222,1.10805555555556,0.388888888888889,0.118611111111111,0.573611111111111,0,0.449444444444444,0.511944444444444,0.396388888888889,0.337222222222222,0.413055555555555,0.642222222222222,0.650833333333333,0.53,0.427222222222222,2.0225,0.411944444444444,0.453055555555556,0.546388888888889,0.349722222222222,0.438055555555555,0.573611111111111,0,0.461944444444444,0.446944444444444,0.381111111111111,1.14388888888889,0.86,0.686944444444444,0.56,0.567222222222222,1.255,0.946111111111111,2.40111111111111,0.641944444444444,0.140555555555555,0.773888888888889,0.361388888888889,0.510555555555556,0.521388888888889,0.602777777777778,0.932777777777778,2.33583333333333,2.14722222222222,2.65611111111111,2.70944444444444,0.511666666666667,0.780555555555556,0.063611111111111,0.4525,0.573611111111111,0.567777777777778,0.379444444444444,0.805,0.424722222222222,0.377777777777778,0.420555555555556,0.405,1.19555555555556,0.613333333333333,2.46444444444444,1.50194444444444,2.33416666666667,0.326944444444444,2.77472222222222,2.55194444444444,0.929166666666667,1.25222222222222,0.88,2.02555555555556,0.423888888888889,2.675,0.556111111111111,0.680277777777778,0.449444444444444,0.639722222222222,0.392222222222222,0.431944444444444,0.316388888888889
1073,0.944722222222222,4.025,1.37416666666667,0.753611111111111,0.835555555555556,0.887222222222222,0.716944444444444,0.723333333333333,0.750277777777778,0.325833333333333,2.04805555555556,1.02472222222222,2.19916666666667,0.784444444444445,1.99222222222222,0.401111111111111,1.05555555555556,0.914166666666667,0.478333333333333,1.52777777777778,0.326666666666667,1.24416666666667,0.320277777777778,0.549722222222222,0.773888888888889,0.469444444444444,0.218333333333333,0.219444444444444,0.308333333333333,0.305833333333333,0.154444444444444,0.778333333333333,0.575,0.4775,0.565555555555556,2.14222222222222,0.437777777777778,0.105555555555556,0.682222222222222,0.416111111111111,0.152777777777778,0.773888888888889,0.469444444444444,0,0.248611111111111,0.614444444444444,1.28222222222222,0.998333333333333,0.611111111111111,0.675555555555556,0.744166666666666,1.39333333333333,1.08444444444444,2.53722222222222,0.653333333333333,0.501388888888889,0.893611111111111,0.215555555555555,0.625833333333333,0.691666666666667,0.733611111111111,1.07111111111111,2.45555555555556,2.26277777777778,2.79222222222222,2.84555555555556,0.65,0.916388888888889,0.486388888888889,0.221388888888889,0.709444444444444,0.515277777777778,0.233888888888889,0.941111111111111,0.216388888888889,0.173055555555555,0.268611111111111,0.148888888888889,1.33388888888889,0.749166666666667,2.60277777777778,1.6175,2.45388888888889,0.388333333333333,2.91083333333333,2.68805555555556,1.06527777777778,1.38805555555556,0.995555555555555,2.14527777777778,0.131111111111111,2.81111111111111,0.671666666666667,0.816388888888889,0.218333333333333,0.615,0.265277777777778,0.6525,0.396944444444444
1266,0.894722222222222,3.99083333333333,1.33388888888889,0.703611111111111,0.715555555555556,0.853055555555556,0.596944444444445,0.673611111111111,0.620277777777778,0.150555555555555,1.99805555555556,0.975,2.14916666666667,0.664166666666667,1.95222222222222,0.368055555555556,1.01555555555556,0.88,0.358333333333333,1.4075,0.205833333333333,1.20388888888889,0.485277777777778,0.517222222222222,0.723888888888889,0.440555555555555,0.066944444444444,0.384444444444444,0.427222222222222,0.219722222222222,0.128888888888889,0.738333333333333,0.455,0.3575,0.523333333333333,2.09222222222222,0.511388888888889,0.236111111111111,0.642222222222222,0.451944444444444,0.317777777777778,0.723888888888889,0.440555555555555,0.216666666666667,0,0.582222222222222,1.24805555555556,0.964166666666667,0.491111111111111,0.625555555555555,0.694166666666667,1.27527777777778,1.05027777777778,2.49722222222222,0.533333333333333,0.468888888888889,0.843888888888889,0.380833333333333,0.576111111111111,0.641944444444444,0.699444444444444,1.03694444444444,2.40555555555556,2.21277777777778,2.75222222222222,2.80555555555556,0.626388888888889,0.876388888888889,0.454166666666667,0.07,0.669444444444444,0.395277777777778,0.332222222222222,0.901111111111111,0.042222222222222,0.315555555555555,0.089444444444444,0.126944444444444,1.29972222222222,0.709166666666667,2.56861111111111,1.5675,2.40416666666667,0.429166666666667,2.87083333333333,2.64805555555556,1.02527777777778,1.34805555555556,0.945555555555556,2.09527777777778,0.335277777777778,2.77083333333333,0.621666666666667,0.776388888888889,0.066944444444444,0.494722222222222,0.430277777777778,0.602777777777778,0.4275
1451,0.796944444444444,3.75583333333333,1.31,0.627222222222222,0.628333333333333,0.573611111111111,0.404444444444444,0.550555555555556,0.358333333333333,0.572222222222222,1.90027777777778,0.876944444444444,2.05138888888889,0.431666666666667,1.92833333333333,0.283333333333333,0.991666666666667,0.631388888888889,0.551111111111111,1.32055555555556,0.496944444444444,1.18,0.460833333333333,0.321388888888889,0.311111111111111,0.326388888888889,0.521388888888889,0.583888888888889,0.468333333333333,0.409166666666667,0.485,0.714444444444444,0.541944444444444,0.555555555555556,0.399166666666667,1.99444444444444,0.483888888888889,0.525,0.618333333333333,0.421666666666667,0.51,0.311111111111111,0.326388888888889,0.534166666666667,0.518888888888889,0,1.01305555555556,0.715833333333333,0.474722222222222,0.549166666666667,0.352222222222222,1.12416666666667,0.815277777777778,2.47333333333333,0.409722222222222,0.209722222222222,0.745833333333333,0.433333333333333,0.499722222222222,0.396666666666667,0.478055555555556,0.801944444444444,2.30777777777778,2.12861111111111,2.72805555555556,2.78138888888889,0.483611111111111,0.8525,0.299722222222222,0.524444444444444,0.645555555555555,0.588055555555556,0.451388888888889,0.877222222222222,0.496666666666667,0.449722222222222,0.492777777777778,0.476944444444444,1.06472222222222,0.685277777777778,2.33361111111111,1.48333333333333,2.30611111111111,0.399166666666667,2.84694444444444,2.62388888888889,1.00111111111111,1.32416666666667,0.861111111111111,1.9975,0.495833333333333,2.74694444444444,0.5375,0.752222222222222,0.521388888888889,0.4075,0.464166666666667,0.211111111111111,0.388333333333333
