,"0_CDRJ","L019","L318","L502","L135",1000,"L096","L100","L503","L594","L012","L662","L570","L685",1033,"L767","L463","L022","L359","L977",5022,"L057","L886",1021,"L774",1082,"L523","L449","L529","L759","L839",5420,1108,1240,5412,"L650",5009,5208,9112,9314,9141,"L095","L032",1073,1266,1451,"L175","L164","L508","L010","L230","L653","L020","L281",1012,"L858",1444,"L227",1062,"L025","L606","L602",5223,"L157","L663","L121","L713","L077",5270,"L709",9982,9119,9146,9968,9099,9501,9283,9326,9188,9970,9035,"L003","L067","L131","L069","L540","L583","L526",5275,"L509",1175,"L090","L777","L560","L900","L005","L536",9139,9246
"L012",1.36583333333333,2.75638888888889,2.79111111111111,1.60777777777778,2.18083333333333,1.84888888888889,2.08638888888889,1.60194444444444,2.04055555555556,2.14305555555556,0,1.54027777777778,0.811111111111111,2.11361111111111,3.40944444444444,1.95333333333333,2.47277777777778,1.70694444444444,2.23333333333333,1.97972222222222,2.06777777777778,2.66111111111111,1.99194444444444,2.08361111111111,1.83583333333333,1.99833333333333,2.09222222222222,2.13472222222222,2.06111111111111,1.98,2.05583333333333,2.19555555555556,2.22388888888889,2.22972222222222,1.72916666666667,1.81861111111111,1.97472222222222,2.09583333333333,2.09944444444444,2.00416666666667,2.05444444444444,1.83583333333333,1.99833333333333,2.105,2.08972222222222,1.9975,1.95333333333333,1.67333333333333,2.15694444444444,1.74361111111111,2.03444444444444,2.06416666666667,1.78361111111111,3.95444444444445,2.09166666666667,2.02388888888889,1.43861111111111,2.02611111111111,1.91555555555556,1.73444444444444,1.6675,2.02611111111111,0.838611111111111,1.95777777777778,4.20916666666667,4.2625,1.59416666666667,2.33361111111111,2.02055555555556,2.09527777777778,2.12666666666667,2.27027777777778,2.04416666666667,2.35833333333333,2.0675,2.0425,2.06361111111111,2.04777777777778,1.72555555555556,2.16638888888889,1.83638888888889,2.47027777777778,0.837222222222222,1.98138888888889,4.32805555555556,4.105,2.4825,2.80527777777778,1.8225,0.138888888888889,2.0425,4.22805555555556,1.76722222222222,2.23361111111111,2.09222222222222,2.08944444444444,2.05694444444444,1.94277777777778,1.97972222222222
"L662",0.289166666666667,3.41222222222222,1.62888888888889,0.445277777777778,1.005,0.673055555555556,0.924166666666667,0.39,0.878055555555556,0.980833333333333,1.39277777777778,0,1.54388888888889,0.951388888888889,2.24694444444444,0.790833333333333,1.31027777777778,0.393333333333333,1.07083333333333,1.37388888888889,0.905277777777778,1.49888888888889,0.829722222222222,0.921388888888889,0.648888888888889,0.836111111111111,0.929722222222222,0.9725,0.898611111111111,0.817777777777778,0.893611111111111,1.03305555555556,1.06166666666667,1.06722222222222,0.566944444444444,1.48694444444444,0.8125,0.933611111111111,0.937222222222222,0.841666666666667,0.891944444444444,0.648888888888889,0.836111111111111,0.9425,0.9275,0.835,1.06805555555556,0.407777777777778,0.994444444444444,0.581111111111111,0.888333333333333,1.17888888888889,0.870277777777778,2.79194444444444,0.929444444444444,0.861388888888889,0.164722222222222,0.863611111111111,0.753055555555556,0.571944444444444,0.521666666666667,0.856944444444444,1.80027777777778,2.19611111111111,3.04694444444444,3.10027777777778,0.431666666666667,1.17138888888889,0.858055555555556,0.933055555555555,0.964444444444444,1.10777777777778,0.881944444444444,1.19583333333333,0.905277777777778,0.88,0.901111111111111,0.885555555555555,1.11972222222222,1.00416666666667,1.99,1.55083333333333,1.79861111111111,0.819166666666667,3.16555555555556,2.94277777777778,1.32,1.64305555555556,0.928611111111111,1.49,0.88,3.06583333333333,0.605,1.07111111111111,0.93,0.927222222222222,0.894722222222222,0.780277777777778,0.8175
"L570",1.52527777777778,3.36055555555556,2.95055555555556,1.76722222222222,2.34,2.00833333333333,2.24583333333333,1.76138888888889,2.2,2.3025,0.831666666666667,1.69972222222222,0,2.27305555555556,3.56888888888889,2.11277777777778,2.63222222222222,1.86638888888889,2.39277777777778,2.13916666666667,2.22694444444444,2.82055555555556,2.15138888888889,2.24305555555556,1.995,2.15777777777778,2.25166666666667,2.29416666666667,2.22055555555556,2.13944444444444,2.21527777777778,2.355,2.38333333333333,2.38916666666667,1.88861111111111,1.26222222222222,2.13416666666667,2.25527777777778,2.25888888888889,2.16361111111111,2.21388888888889,1.995,2.15777777777778,2.26444444444444,2.24916666666667,2.15694444444444,2.11277777777778,1.83277777777778,2.31638888888889,1.90305555555556,2.19361111111111,2.22361111111111,1.94305555555556,4.11388888888889,2.25111111111111,2.18333333333333,1.59805555555556,2.18555555555556,2.075,1.89361111111111,1.82694444444444,2.18555555555556,1.47888888888889,1.40166666666667,4.36861111111111,4.42194444444445,1.75361111111111,2.49305555555556,2.18,2.25472222222222,2.28611111111111,2.42972222222222,2.20361111111111,2.51777777777778,2.22694444444444,2.20194444444444,2.22305555555556,2.20722222222222,1.885,2.32583333333333,2.44083333333333,2.62972222222222,1.4775,2.14083333333333,4.4875,4.26444444444444,2.64166666666667,2.96472222222222,1.98194444444444,0.790277777777778,2.20166666666667,4.3875,1.92666666666667,2.39277777777778,2.25166666666667,2.24888888888889,2.21638888888889,2.10222222222222,2.13916666666667
"L685",0.95,3.79555555555556,1.47222222222222,0.780277777777778,0.511388888888889,0.586388888888889,0.285277777777778,0.703611111111111,0.192777777777778,0.690555555555556,2.05333333333333,1.03027777777778,2.20444444444444,0,2.09055555555556,0.65,1.15388888888889,0.773611111111111,0.488611111111111,1.20333333333333,0.722222222222222,1.34222222222222,0.673055555555556,0.591944444444444,0.541388888888889,0.6425,0.805555555555556,0.815833333333333,0.742222222222222,0.664444444444444,0.740277777777778,0.876666666666667,0.425,0.488055555555556,0.552222222222222,2.1475,0.655833333333333,0.780277777777778,0.780555555555556,0.685,0.735555555555556,0.541388888888889,0.6425,0.789166666666667,0.758611111111111,0.453333333333333,1.05277777777778,0.857777777777778,0.357777777777778,0.702222222222222,0.322777777777778,1.07111111111111,0.855,2.63527777777778,0.291666666666667,0.488888888888889,0.899166666666667,0.707222222222222,0.652777777777778,0.549722222222222,0.631111111111111,0.841666666666667,2.46083333333333,2.28166666666667,2.89027777777778,2.94361111111111,0.636666666666667,1.01472222222222,0.578333333333333,0.808611111111111,0.807777777777778,0.525555555555556,0.725277777777778,1.03944444444444,0.780833333333333,0.723611111111111,0.718055555555556,0.732222222222222,1.11611111111111,0.8475,2.37333333333333,1.63638888888889,2.45916666666667,0.6625,3.00916666666667,2.78611111111111,1.16333333333333,1.48638888888889,1.01416666666667,2.15055555555556,0.723333333333333,2.90916666666667,0.690555555555556,0.914444444444444,0.805555555555556,0.289444444444444,0.738055555555556,0.436388888888889,0.660833333333333
1033,2.22111111111111,5.29611111111111,1.61111111111111,2.03,2.29666666666667,2.15833333333333,2.07277777777778,2,2.02694444444444,2.03138888888889,3.32472222222222,2.30138888888889,3.47583333333333,2.1,0,1.8125,1.34833333333333,2.185,2.11888888888889,2.85916666666667,1.95611111111111,0.919444444444444,1.85111111111111,1.94277777777778,2.05055555555556,1.8575,1.98055555555556,1.99388888888889,1.92027777777778,1.86861111111111,1.94444444444444,1.69888888888889,2.21027777777778,2.11805555555556,1.83666666666667,3.365,1.83416666666667,1.98416666666667,1.60305555555556,1.86305555555556,1.91361111111111,2.05055555555556,1.8575,1.99333333333333,1.97805555555556,1.98388888888889,2.55333333333333,2.26944444444444,2.14333333333333,1.95194444444444,2.02083333333333,2.66444444444444,2.35555555555556,0.589166666666667,2.07805555555556,1.89444444444444,2.17027777777778,1.88527777777778,1.9025,1.96833333333333,2.00472222222222,2.34222222222222,3.73194444444444,3.47388888888889,0.844166666666667,0.8975,1.92111111111111,1.41916666666667,1.87972222222222,1.98388888888889,1.62583333333333,2.15583333333333,1.90333333333333,1.76638888888889,1.95583333333333,1.90166666666667,1.95194444444444,1.93611111111111,2.605,1.67,3.87388888888889,2.21861111111111,3.73055555555556,1.84055555555556,1.61638888888889,0.74,1.78861111111111,0.795277777777778,2.18583333333333,3.42194444444444,1.90138888888889,0.863055555555555,1.94833333333333,1.67972222222222,1.98083333333333,2.07583333333333,1.91611111111111,1.92916666666667,1.83888888888889
"L767",0.730833333333333,3.79277777777778,1.14416666666667,0.543888888888889,0.791111111111111,0.655,0.567222222222222,0.513888888888889,0.521111111111111,0.406388888888889,1.83444444444444,0.811111111111111,1.98555555555556,0.638055555555556,1.76222222222222,0,0.825555555555555,0.681666666666666,0.493611111111111,1.35583333333333,0.330833333333333,1.01416666666667,0.294722222222222,0.202222222222222,0.531111111111111,0.086388888888889,0.355277777777778,0.418055555555555,0.3025,0.243333333333333,0.319166666666667,0.548333333333333,0.590277777777778,0.492777777777778,0.333333333333333,1.92861111111111,0.318055555555555,0.359166666666667,0.4525,0.255833333333333,0.343888888888889,0.531111111111111,0.086388888888889,0.368055555555556,0.353055555555555,0.338611111111111,1.05,0.766111111111111,0.626388888888889,0.466111111111111,0.515,1.16083333333333,0.852222222222222,2.30722222222222,0.5725,0.211111111111111,0.68,0.2675,0.416388888888889,0.462777777777778,0.501388888888889,0.838888888888889,2.24166666666667,2.05333333333333,2.56222222222222,2.61555555555556,0.417777777777778,0.686388888888889,0.134444444444444,0.358611111111111,0.479444444444444,0.530555555555556,0.285555555555555,0.711111111111111,0.330833333333333,0.283888888888889,0.326666666666667,0.311111111111111,1.10166666666667,0.519166666666667,2.37055555555556,1.40805555555556,2.24027777777778,0.233055555555555,2.68083333333333,2.45805555555556,0.835277777777778,1.15805555555556,0.786111111111111,1.93166666666667,0.329722222222222,2.58111111111111,0.462222222222222,0.586388888888889,0.355555555555555,0.57,0.298333333333333,0.389166666666667,0.222222222222222
"L463",1.26694444444444,4.34166666666667,0.895,1.07583333333333,1.3425,1.20416666666667,1.11861111111111,1.04555555555556,1.0725,1.07722222222222,2.37027777777778,1.34722222222222,2.52138888888889,1.14583333333333,1.27666666666667,0.858055555555556,0,1.23083333333333,1.16444444444444,1.90472222222222,1.00166666666667,0.528333333333333,0.896944444444444,0.988611111111111,1.09611111111111,0.903333333333333,1.02638888888889,1.03972222222222,0.965833333333333,0.914166666666667,0.99,0.744722222222222,1.25611111111111,1.16361111111111,0.882222222222222,2.35972222222222,0.88,1.03,0.648611111111111,0.908888888888889,0.959166666666667,1.09611111111111,0.903333333333333,1.03888888888889,1.02388888888889,1.02944444444444,1.59916666666667,1.315,1.18888888888889,0.997777777777778,1.06638888888889,1.71,1.40111111111111,1.82166666666667,1.12388888888889,0.940277777777778,1.21611111111111,0.930833333333333,0.948055555555555,1.01416666666667,1.05027777777778,1.38777777777778,2.77777777777778,2.46861111111111,2.07666666666667,2.13,0.966666666666667,0.4575,0.925277777777778,1.02944444444444,0.671666666666667,1.20138888888889,0.948888888888889,0.804722222222222,1.00166666666667,0.947222222222222,0.9975,0.981944444444444,1.65083333333333,0.715555555555556,2.91944444444444,1.21333333333333,2.77611111111111,0.886111111111111,2.19527777777778,1.9725,0.826666666666667,0.6725,1.18055555555556,2.4675,0.947222222222222,2.09527777777778,0.993888888888889,0.718055555555556,1.02638888888889,1.12166666666667,0.961666666666667,0.974722222222222,0.884444444444445
"L022",0.483333333333333,3.56416666666667,1.61388888888889,0.394444444444444,0.758333333333333,0.426666666666667,0.715277777777778,0.298055555555556,0.782222222222222,0.955,1.58694444444444,0.424166666666667,1.73805555555556,0.826111111111111,2.23222222222222,0.768611111111111,1.29555555555556,0,0.888333333333333,1.12722222222222,0.879444444444444,1.48388888888889,0.813333333333333,0.899166666666667,0.556944444444444,0.813888888888889,0.903888888888889,0.956388888888889,0.8825,0.791944444444444,0.867777777777778,1.01833333333333,0.879166666666667,0.892777777777778,0.545277777777778,1.68083333333333,0.798333333333333,0.907777777777778,0.922222222222222,0.822777777777778,0.875833333333333,0.556944444444444,0.813888888888889,0.916666666666667,0.901388888888889,0.831111111111111,0.821666666666667,0.084166666666667,0.813055555555555,0.530277777777778,0.698888888888889,0.9325,0.623611111111111,2.77722222222222,0.738055555555556,0.8675,0.335,0.8475,0.727222222222222,0.550277777777778,0.437222222222222,0.610277777777778,1.99416666666667,2.17,3.03194444444444,3.08555555555556,0.41,1.15638888888889,0.835833333333333,0.907222222222222,0.949444444444444,0.925277777777778,0.865555555555556,1.18111111111111,0.879166666666667,0.863888888888889,0.875277777777778,0.859722222222222,0.873333333333333,0.989166666666666,2.14194444444444,1.52472222222222,1.99277777777778,0.8,3.15083333333333,2.92805555555556,1.30527777777778,1.62805555555556,0.902777777777778,1.68416666666667,0.863888888888889,3.05083333333333,0.578888888888889,1.05638888888889,0.904166666666667,0.735833333333333,0.878333333333333,0.776388888888889,0.798333333333333
"L359",1.02138888888889,3.88527777777778,1.46083333333333,0.830277777777778,0.468611111111111,0.676111111111111,0.375,0.800277777777778,0.398333333333333,0.243888888888889,2.125,1.10166666666667,2.27611111111111,0.4425,2.07888888888889,0.494722222222222,1.14222222222222,0.863333333333333,0,1.16083333333333,0.275277777777778,1.33083333333333,0.617777777777778,0.55,0.699722222222222,0.567222222222222,0.358611111111111,0.591666666666667,0.554166666666667,0.323888888888889,0.3925,0.865,0.141666666666667,0.101666666666667,0.65,2.21888888888889,0.638333333333333,0.445555555555556,0.769166666666667,0.578611111111111,0.517777777777778,0.699722222222222,0.567222222222222,0.435277777777778,0.311944444444444,0.611666666666667,1.10555555555556,0.9475,0.244166666666667,0.752222222222222,0.461944444444444,1.02861111111111,0.944722222222222,2.62388888888889,0.286388888888889,0.595555555555556,0.970555555555556,0.565,0.702777777777778,0.708055555555555,0.789444444444444,0.931388888888889,2.53222222222222,2.33972222222222,2.87888888888889,2.93222222222222,0.753055555555556,1.00305555555556,0.598888888888889,0.361666666666667,0.796111111111111,0.081666666666667,0.479722222222222,1.02777777777778,0.333888888888889,0.463055555555555,0.271111111111111,0.384444444444444,1.07333333333333,0.835833333333333,2.46333333333333,1.69444444444444,2.53083333333333,0.555833333333333,2.9975,2.77472222222222,1.15194444444444,1.47472222222222,1.07222222222222,2.22194444444444,0.503611111111111,2.89777777777778,0.748611111111111,0.903055555555556,0.358611111111111,0.273055555555555,0.55,0.594722222222222,0.554166666666667
"L977",1.35194444444444,3.37,2.26277777777778,1.25333333333333,0.798888888888889,0.955277777777778,1.0875,1.12027777777778,1.11611111111111,1.3025,1.94444444444444,1.40083333333333,2.09583333333333,1.16,2.88111111111111,1.42472222222222,1.94416666666667,1.085,1.10083333333333,0,1.33416666666667,2.13277777777778,1.46361111111111,1.55527777777778,1.19611111111111,1.47,1.4175,1.60638888888889,1.53277777777778,1.38277777777778,1.45138888888889,1.66722222222222,1.09138888888889,1.105,1.19555555555556,2.02666666666667,1.44638888888889,1.50444444444444,1.57111111111111,1.47555555555556,1.52611111111111,1.19611111111111,1.47,1.49416666666667,1.37055555555556,1.32944444444444,0.669166666666667,1.16944444444444,1.02333333333333,1.25111111111111,1.17944444444444,0.765555555555555,0.736944444444444,3.42583333333333,1.04861111111111,1.46027777777778,1.31166666666667,1.49777777777778,1.41333333333333,1.24333333333333,1.04055555555556,0.979444444444444,2.35194444444444,2.84722222222222,3.68083333333333,3.73416666666667,1.10666666666667,1.80527777777778,1.49222222222222,1.42055555555556,1.59833333333333,1.13777777777778,1.51583333333333,1.82972222222222,1.39277777777778,1.51416666666667,1.33,1.44333333333333,0.338333333333333,1.63805555555556,1.94777777777778,2.20194444444444,2.35055555555556,1.45305555555556,3.79944444444444,3.57666666666667,1.95388888888889,2.27694444444444,1.57972222222222,2.04166666666667,1.51388888888889,3.69972222222222,1.25611111111111,1.705,1.4175,0.990555555555556,1.52861111111111,1.3125,1.45138888888889
5022,0.889166666666667,3.98527777777778,1.32833333333333,0.698055555555556,0.560277777777778,0.742777777777778,0.441666666666667,0.667777777777778,0.465,0.090277777777778,1.9925,0.969444444444444,2.14361111111111,0.509166666666667,1.94666666666667,0.3625,1.01,0.874444444444444,0.203055555555555,1.2525,0,1.19833333333333,0.485277777777778,0.511666666666667,0.718333333333333,0.435,0.226388888888889,0.425,0.421666666666667,0.113888888888889,0.260277777777778,0.732777777777778,0.299722222222222,0.202222222222222,0.517777777777778,2.08666666666667,0.505833333333333,0.313333333333333,0.636666666666667,0.446388888888889,0.351111111111111,0.718333333333333,0.435,0.303055555555556,0.179444444444444,0.576666666666667,1.19722222222222,0.958611111111111,0.335833333333333,0.62,0.528611111111111,1.12027777777778,1.04472222222222,2.49166666666667,0.378055555555555,0.463333333333333,0.838333333333333,0.398333333333333,0.570555555555556,0.636388888888889,0.693888888888889,1.03138888888889,2.4,2.20722222222222,2.74666666666667,2.8,0.620833333333333,0.870833333333333,0.448333333333333,0.229444444444444,0.663888888888889,0.24,0.313055555555555,0.895555555555555,0.201666666666667,0.296388888888889,0.138888888888889,0.252222222222222,1.165,0.703611111111111,2.56305555555556,1.56194444444444,2.39861111111111,0.423611111111111,2.86527777777778,2.6425,1.01972222222222,1.3425,0.94,2.08972222222222,0.336944444444444,2.76527777777778,0.616111111111111,0.770833333333333,0.226388888888889,0.339722222222222,0.425833333333333,0.597222222222222,0.421944444444444
"L057",1.42305555555556,4.49805555555556,0.813333333333333,1.23194444444444,1.49888888888889,1.36027777777778,1.275,1.20194444444444,1.22888888888889,1.23361111111111,2.52666666666667,1.50333333333333,2.67777777777778,1.30194444444444,0.869444444444444,1.01444444444444,0.550277777777778,1.38722222222222,1.32083333333333,2.06111111111111,1.15805555555556,0,1.05305555555556,1.14472222222222,1.2525,1.05944444444444,1.1825,1.19583333333333,1.12222222222222,1.07055555555556,1.14638888888889,0.901111111111111,1.41222222222222,1.32,1.03861111111111,2.56694444444444,1.03611111111111,1.18638888888889,0.805,1.06527777777778,1.11555555555556,1.2525,1.05944444444444,1.19527777777778,1.18,1.18583333333333,1.75527777777778,1.47138888888889,1.34527777777778,1.15388888888889,1.22277777777778,1.86638888888889,1.5575,1.41444444444444,1.28027777777778,1.09638888888889,1.37222222222222,1.08722222222222,1.10444444444444,1.17027777777778,1.20666666666667,1.54416666666667,2.93416666666667,2.67583333333333,1.66916666666667,1.7225,1.12305555555556,0.621111111111111,1.08166666666667,1.18583333333333,0.828055555555555,1.35777777777778,1.10527777777778,0.968333333333333,1.15777777777778,1.10361111111111,1.15388888888889,1.13805555555556,1.80694444444444,0.871944444444444,3.07583333333333,1.42055555555556,2.9325,1.0425,1.78805555555556,1.565,0.990555555555556,0.265277777777778,1.38805555555556,2.62388888888889,1.10333333333333,1.68805555555556,1.15027777777778,0.881666666666667,1.18277777777778,1.27777777777778,1.11805555555556,1.13111111111111,1.04083333333333
"L886",0.770833333333333,3.82361111111111,1.175,0.579722222222222,0.822222222222222,0.686111111111111,0.598333333333333,0.549722222222222,0.552222222222222,0.455833333333333,1.87416666666667,0.851111111111111,2.02527777777778,0.625555555555555,1.79333333333333,0.216666666666667,0.856666666666667,0.712777777777778,0.543055555555555,1.38694444444444,0.380277777777778,1.045,0,0.365277777777778,0.575833333333333,0.283888888888889,0.404722222222222,0.414166666666667,0.298611111111111,0.292777777777778,0.368611111111111,0.579444444444444,0.639722222222222,0.542222222222222,0.364444444444444,1.96833333333333,0.1175,0.408611111111111,0.483333333333333,0.190555555555556,0.340277777777778,0.575833333333333,0.283888888888889,0.4175,0.4025,0.43,1.08111111111111,0.797222222222222,0.668611111111111,0.501666666666667,0.546111111111111,1.19194444444444,0.883055555555556,2.33833333333333,0.603611111111111,0.316944444444444,0.72,0.263611111111111,0.452222222222222,0.493611111111111,0.5325,0.869722222222222,2.28166666666667,2.08888888888889,2.59333333333333,2.64666666666667,0.448611111111111,0.7175,0.301944444444444,0.408055555555556,0.510555555555556,0.58,0.281944444444444,0.742222222222222,0.380277777777778,0.28,0.376111111111111,0.360555555555556,1.13277777777778,0.550277777777778,2.40166666666667,1.44361111111111,2.28027777777778,0.167777777777778,2.71194444444444,2.48916666666667,0.866388888888889,1.18916666666667,0.821666666666667,1.97138888888889,0.328611111111111,2.61194444444444,0.497777777777778,0.6175,0.405,0.601111111111111,0.294722222222222,0.480833333333333,0.170555555555555
1021,0.86,3.92166666666667,1.27305555555556,0.673055555555556,0.906111111111111,0.783888888888889,0.682222222222222,0.642777777777778,0.604444444444444,0.497222222222222,1.96333333333333,0.94,2.11444444444444,0.656666666666667,1.89111111111111,0.216388888888889,0.954444444444444,0.810833333333333,0.5425,1.48472222222222,0.421944444444444,1.14305555555556,0.421388888888889,0,0.618888888888889,0.116666666666667,0.446388888888889,0.537777777777778,0.422222222222222,0.334166666666667,0.41,0.677222222222222,0.662222222222222,0.541666666666667,0.462222222222222,2.0575,0.444722222222222,0.45,0.581388888888889,0.3825,0.463888888888889,0.618888888888889,0.116666666666667,0.459166666666667,0.443888888888889,0.426388888888889,1.17888888888889,0.895,0.698611111111111,0.595,0.607777777777778,1.29,0.981111111111111,2.43611111111111,0.6875,0.175,0.808888888888889,0.387222222222222,0.545555555555556,0.566944444444444,0.648055555555556,0.967777777777778,2.37083333333333,2.18222222222222,2.69111111111111,2.74444444444444,0.546666666666667,0.815555555555556,0.120555555555555,0.449444444444444,0.608611111111111,0.579444444444444,0.405555555555555,0.84,0.421666666666667,0.403611111111111,0.417777777777778,0.401944444444444,1.23055555555556,0.648333333333333,2.49944444444444,1.53694444444444,2.36916666666667,0.359722222222222,2.80972222222222,2.58694444444444,0.964166666666667,1.28722222222222,0.915,2.06055555555556,0.449722222222222,2.71,0.591111111111111,0.715277777777778,0.446388888888889,0.685,0.418333333333333,0.477222222222222,0.348888888888889
"L774",0.669722222222222,3.56888888888889,1.41611111111111,0.487777777777778,0.711111111111111,0.415833333333333,0.487222222222222,0.338055555555555,0.441111111111111,0.771388888888889,1.77305555555556,0.694444444444444,1.92416666666667,0.514444444444445,2.03444444444444,0.560833333333333,1.09777777777778,0.458055555555556,0.633888888888889,1.13194444444444,0.695833333333333,1.28611111111111,0.616944444444444,0.598611111111111,0,0.603888888888889,0.720555555555556,0.759722222222222,0.686111111111111,0.608333333333333,0.684166666666667,0.820555555555556,0.624722222222222,0.638333333333333,0.437222222222222,1.86722222222222,0.599722222222222,0.724166666666667,0.724444444444444,0.629166666666667,0.679444444444444,0,0.603888888888889,0.733333333333333,0.718055555555556,0.368055555555556,0.826388888888889,0.542222222222222,0.5575,0.490833333333333,0.384722222222222,0.937222222222222,0.628333333333333,2.57944444444444,0.4925,0.487222222222222,0.605,0.651111111111111,0.596666666666667,0.362222222222222,0.223333333333333,0.615,2.18055555555556,2.08861111111111,2.83416666666667,2.8875,0.347777777777778,0.958611111111111,0.576944444444445,0.723611111111111,0.751666666666667,0.670833333333333,0.669166666666667,0.983333333333333,0.695833333333333,0.6675,0.691666666666667,0.676111111111111,0.878055555555556,0.791388888888889,2.14694444444444,1.44333333333333,2.17888888888889,0.606388888888889,2.95305555555556,2.73,1.1075,1.43027777777778,0.821388888888889,1.87027777777778,0.6675,2.85305555555556,0.4975,0.858333333333333,0.720555555555556,0.49,0.681944444444444,0.400277777777778,0.604722222222222
1082,0.825,3.88666666666667,1.23805555555556,0.638055555555556,0.860555555555555,0.748888888888889,0.636666666666667,0.607777777777778,0.563611111111111,0.500277777777778,1.92833333333333,0.905,2.07944444444444,0.615833333333333,1.85611111111111,0.211388888888889,0.919444444444444,0.775833333333333,0.530833333333333,1.44972222222222,0.424722222222222,1.10805555555556,0.388888888888889,0.118611111111111,0.573611111111111,0,0.449444444444444,0.511944444444444,0.396388888888889,0.337222222222222,0.413055555555555,0.642222222222222,0.650833333333333,0.53,0.427222222222222,2.0225,0.411944444444444,0.453055555555556,0.546388888888889,0.349722222222222,0.438055555555555,0.573611111111111,0,0.461944444444444,0.446944444444444,0.381111111111111,1.14388888888889,0.86,0.686944444444444,0.56,0.567222222222222,1.255,0.946111111111111,2.40111111111111,0.641944444444444,0.140555555555555,0.773888888888889,0.361388888888889,0.510555555555556,0.521388888888889,0.602777777777778,0.932777777777778,2.33583333333333,2.14722222222222,2.65611111111111,2.70944444444444,0.511666666666667,0.780555555555556,0.063611111111111,0.4525,0.573611111111111,0.567777777777778,0.379444444444444,0.805,0.424722222222222,0.377777777777778,0.420555555555556,0.405,1.19555555555556,0.613333333333333,2.46444444444444,1.50194444444444,2.33416666666667,0.326944444444444,2.77472222222222,2.55194444444444,0.929166666666667,1.25222222222222,0.88,2.02555555555556,0.423888888888889,2.675,0.556111111111111,0.680277777777778,0.449444444444444,0.639722222222222,0.392222222222222,0.431944444444444,0.316388888888889
"L523",0.885555555555555,3.98166666666667,1.32472222222222,0.694444444444444,0.763333333333333,0.843888888888889,0.644722222222222,0.664166666666667,0.668333333333333,0.214444444444444,1.98888888888889,0.965833333333333,2.14,0.712222222222222,1.94305555555556,0.358888888888889,1.00638888888889,0.870833333333333,0.406111111111111,1.45555555555556,0.254444444444444,1.19472222222222,0.418333333333333,0.508055555555556,0.714722222222222,0.431388888888889,0,0.317777777777778,0.406388888888889,0.263888888888889,0.061944444444444,0.729166666666667,0.502777777777778,0.405555555555555,0.513888888888889,2.08305555555556,0.502222222222222,0.1825,0.633055555555556,0.442777777777778,0.250833333333333,0.714722222222222,0.431388888888889,0.149722222222222,0.118611111111111,0.573055555555556,1.23888888888889,0.955,0.538888888888889,0.616388888888889,0.685,1.32333333333333,1.04111111111111,2.48805555555556,0.581111111111111,0.459722222222222,0.834722222222222,0.313888888888889,0.566944444444444,0.632777777777778,0.690277777777778,1.02777777777778,2.39638888888889,2.20361111111111,2.74277777777778,2.79638888888889,0.617222222222222,0.867222222222222,0.444722222222222,0.003055555555556,0.660277777777778,0.443055555555555,0.323055555555555,0.891944444444444,0.086388888888889,0.271111111111111,0.153333333333333,0.06,1.29055555555556,0.7,2.55944444444444,1.55833333333333,2.395,0.42,2.86166666666667,2.63888888888889,1.01611111111111,1.33888888888889,0.936388888888889,2.08611111111111,0.268333333333333,2.76166666666667,0.6125,0.767222222222222,0,0.542777777777778,0.363333333333333,0.593333333333333,0.418333333333333
"L449",0.878611111111111,3.95333333333333,1.3025,0.6875,0.931111111111111,0.815833333333333,0.730277777777778,0.657222222222222,0.684166666666667,0.464444444444444,1.98194444444444,0.958888888888889,2.13305555555556,0.7575,1.92055555555556,0.329444444444444,0.983888888888889,0.8425,0.574166666666667,1.51638888888889,0.389166666666667,1.1725,0.248611111111111,0.478055555555556,0.707777777777778,0.397777777777778,0.378055555555555,0,0.236666666666667,0.301666666666667,0.314166666666667,0.706666666666667,0.670555555555556,0.573333333333333,0.493888888888889,2.07611111111111,0.366111111111111,0.247222222222222,0.610833333333333,0.344444444444444,0.138611111111111,0.707777777777778,0.397777777777778,0.227777777777778,0.393888888888889,0.542777777777778,1.21083333333333,0.926666666666666,0.706944444444444,0.609444444444444,0.678055555555556,1.32166666666667,1.01277777777778,2.46555555555556,0.735555555555556,0.429722222222222,0.827777777777778,0.144166666666667,0.559722222222222,0.625833333333333,0.661944444444444,0.999444444444444,2.38944444444444,2.19666666666667,2.72055555555556,2.77388888888889,0.578333333333333,0.844722222222222,0.414722222222222,0.381388888888889,0.637777777777778,0.611111111111111,0.162222222222222,0.869444444444444,0.376388888888889,0.101388888888889,0.407222222222222,0.320555555555555,1.2625,0.6775,2.53111111111111,1.55138888888889,2.38777777777778,0.316666666666667,2.83916666666667,2.61638888888889,0.993611111111111,1.31666666666667,0.929444444444444,2.07916666666667,0.126666666666667,2.73944444444444,0.605555555555555,0.744722222222222,0.378333333333333,0.710555555555556,0.193611111111111,0.593611111111111,0.325277777777778
