,"0_CDRJ","L019","L058","L659","L380","L571",5249,"L610","L100",1251,"L464","L135","L722",5348,5025,"L057","L701","L445","L096","L188","L613","L597","L022","L650","L012","L724",1197,"L011","L553","L502",5434,"L628","L007",9140,9112,1128,"L419","L278","L258","L537",1463,"L145","L124","L865","L519","L501","L776","L554","L596",1397,"L979",5094,"L544","L684","L913","L710",5234,"L587","L772","L607","L657","L788","L866","L990",9132,9336,9128,9109,9145,9339,"L424","L897","L532",1481,"L573","L656","L782","L308","L081","L938","L749","L515",5164,"L545","L592","L617","L971",9157,9105,"L879"
"L464",1.62888888888889,0.992777777777778,2.50611111111111,4.27055555555556,1.45694444444444,1.99416666666667,1.56444444444444,3.10666666666667,1.77555555555556,2.10833333333333,0,3.05444444444444,5.00722222222222,4.54944444444444,1.62305555555556,1.50888888888889,1.56277777777778,1.59611111111111,1.97083333333333,1.67055555555556,1.62305555555556,1.68694444444444,1.62805555555556,1.61888888888889,1.46,1.51111111111111,1.56277777777778,1.61361111111111,1.70111111111111,1.68694444444444,2.76583333333333,3.14916666666667,2.89138888888889,1.72527777777778,1.67166666666667,1.64722222222222,1.62305555555556,1.33972222222222,1.54555555555556,0.096111111111111,1.66416666666667,4.28638888888889,1.69888888888889,1.90888888888889,4.34333333333333,4.28833333333333,1.6575,1.63555555555556,1.67888888888889,1.61277777777778,1.56666666666667,0.935555555555556,1.565,1.57833333333333,1.86583333333333,1.68805555555556,2.92361111111111,1.62694444444444,1.66305555555556,1.53611111111111,1.75916666666667,1.46222222222222,1.64027777777778,2.55111111111111,1.74555555555556,1.4425,1.57833333333333,1.59972222222222,1.63861111111111,1.58388888888889,5.01666666666667,2.93444444444444,4.33388888888889,1.52027777777778,2.85777777777778,1.79972222222222,2.08166666666667,1.64527777777778,0.600555555555555,1.59388888888889,1.62444444444444,1.59388888888889,1.72972222222222,1.85611111111111,1.63916666666667,1.56944444444444,1.12083333333333,1.76861111111111,1.86722222222222,3.02166666666667
"L135",2.88638888888889,2.57166666666667,4.00833333333333,3.35722222222222,2.71444444444444,3.055,3.44166666666667,0.937777777777778,2.7175,3.35611111111111,3.00111111111111,0,4.2525,3.53555555555556,2.52888888888889,2.41472222222222,2.71583333333333,2.49916666666667,3.21861111111111,2.6125,2.52611111111111,2.93444444444444,2.53388888888889,2.525,2.7175,2.76861111111111,2.71583333333333,2.52277777777778,2.64333333333333,2.93444444444444,0.511111111111111,4.65916666666667,1.49777777777778,2.74333333333333,2.27111111111111,2.55027777777778,2.52611111111111,2.59722222222222,2.745,3.05666666666667,2.26361111111111,3.37333333333333,2.60805555555556,3.15666666666667,3.43027777777778,3.37527777777778,2.25666666666667,2.54472222222222,2.62111111111111,2.52194444444444,2.47583333333333,3.50694444444444,3.34666666666667,2.17777777777778,2.92888888888889,2.70611111111111,0.463888888888889,3.30277777777778,2.91083333333333,2.13555555555556,2.45916666666667,2.46166666666667,2.88805555555556,0.661944444444444,2.82333333333333,2.50888888888889,2.4875,2.50583333333333,2.54444444444444,2.19527777777778,4.10361111111111,4.43694444444444,3.42083333333333,2.42944444444444,1.02,2.39916666666667,3.15944444444444,2.55111111111111,2.55555555555556,2.49694444444444,2.56638888888889,2.53583333333333,2.67194444444444,2.4675,2.54861111111111,3.25444444444444,2.10583333333333,2.82083333333333,2.83333333333333,4.52416666666667
"L722",4.98555555555556,4.67083333333333,6.1075,1.00361111111111,4.81361111111111,5.15416666666667,5.54083333333333,3.79222222222222,4.81666666666667,5.45527777777778,5.0225,4.25277777777778,0,0.927777777777778,4.62805555555556,4.51388888888889,4.815,4.59833333333333,5.31777777777778,4.71166666666667,4.62527777777778,5.03361111111111,4.63305555555556,4.62416666666667,4.81666666666667,4.86777777777778,4.815,4.62194444444445,4.7425,5.03361111111111,3.96416666666667,6.75833333333333,2.92305555555556,4.8425,4.37027777777778,4.64944444444445,4.62527777777778,4.69638888888889,4.84416666666667,5.11861111111111,4.36277777777778,0.987777777777778,4.70722222222222,5.25583333333333,1.00416666666667,0.978888888888889,4.35583333333333,4.64388888888889,4.72027777777778,4.62111111111111,4.575,5.54555555555556,5.44583333333333,4.27694444444444,5.02805555555556,4.80527777777778,4.06333333333333,5.40194444444444,5.01,4.23472222222222,4.46972222222222,4.56083333333333,4.98722222222222,3.74916666666667,4.9225,4.60805555555556,4.58666666666667,4.60472222222222,4.64361111111111,4.29444444444444,1.71111111111111,6.53611111111111,0.993333333333333,4.52861111111111,3.22916666666667,4.49833333333333,5.25861111111111,4.65027777777778,4.65472222222222,4.59611111111111,4.66555555555556,4.635,4.77111111111111,4.56666666666667,4.64777777777778,5.35361111111111,4.205,4.92,4.9325,6.62333333333333
5348,4.23472222222222,3.92,5.35694444444444,0.193888888888889,4.06277777777778,4.40333333333333,4.79,3.04138888888889,4.06583333333333,4.70444444444444,4.34944444444444,3.50194444444444,0.854166666666667,0,3.87722222222222,3.76305555555556,4.06416666666667,3.8475,4.56694444444444,3.96083333333333,3.87444444444445,4.28305555555556,3.8825,3.87333333333333,4.06583333333333,4.11694444444444,4.06416666666667,3.87111111111111,3.99166666666667,4.28305555555556,3.21333333333333,6.0075,2.17222222222222,4.09166666666667,3.61944444444444,3.89888888888889,3.87444444444445,3.94555555555556,4.09361111111111,4.405,3.61194444444444,0.178055555555555,3.95638888888889,4.505,0.167777777777778,0.295277777777778,3.60527777777778,3.89305555555556,3.96944444444444,3.87027777777778,3.82416666666667,4.85555555555556,4.695,3.52611111111111,4.27722222222222,4.05444444444444,3.31277777777778,4.65111111111111,4.25916666666667,3.48388888888889,3.71888888888889,3.81,4.23638888888889,2.99861111111111,4.17166666666667,3.85722222222222,3.83583333333333,3.85416666666667,3.89277777777778,3.54361111111111,0.874722222222222,5.78527777777778,0.156944444444444,3.77777777777778,2.47833333333333,3.7475,4.50777777777778,3.89944444444444,3.90388888888889,3.84527777777778,3.915,3.88416666666667,4.02027777777778,3.81583333333333,3.89694444444444,4.60277777777778,3.45416666666667,4.16916666666667,4.18166666666667,5.8725
5025,0.798611111111111,1.005,1.92083333333333,3.75222222222222,0.626944444444444,0.967222222222222,1.39583333333333,2.58861111111111,0.502222222222222,1.25333333333333,1.58888888888889,2.53611111111111,4.64722222222222,3.93027777777778,0,0.180833333333333,0.628055555555556,0.13,1.11583333333333,0.397222222222222,0.110555555555556,0.831944444444444,0.100555555555555,0.176666666666667,0.629722222222222,0.680833333333333,0.628055555555556,0.306666666666667,0.428055555555556,0.831944444444444,2.24777777777778,2.55638888888889,2.37305555555556,0.655555555555556,0.490833333333333,0.271388888888889,0.110555555555556,0.509444444444444,0.6575,1.64444444444444,0.513888888888889,3.76805555555556,0.390833333333333,1.05388888888889,3.82527777777778,3.77,0.506944444444444,0.3275,0.405833333333333,0.305833333333333,0.258611111111111,1.485,1.32444444444444,0.679722222222222,0.841388888888889,0.618611111111111,2.40527777777778,1.36638888888889,0.808055555555555,0.706666666666667,0.925833333333333,0.273888888888889,0.785277777777778,2.03277777777778,0.735555555555556,0.421111111111111,0.272222222222222,0.072222222222222,0.117222222222222,0.669166666666667,4.49861111111111,2.34916666666667,3.81583333333333,0.214166666666667,2.33944444444444,0.649166666666667,1.07166666666667,0.203055555555555,1.14333333333333,0.124444444444444,0.351111111111111,0.329722222222222,0.456666666666667,0.899722222222222,0.331388888888889,1.23222222222222,1.39472222222222,0.733055555555556,0.618055555555556,2.43638888888889
"L057",0.686388888888889,0.896944444444444,1.80861111111111,3.64194444444445,0.51,0.839444444444444,1.28777777777778,2.47833333333333,0.414166666666667,1.14305555555556,1.48083333333333,2.42583333333333,4.53694444444444,3.82,0.231666666666667,0,0.500277777777778,0.266111111111111,1.00555555555556,0.309166666666667,0.233888888888889,0.721666666666667,0.236666666666667,0.214166666666667,0.513055555555556,0.572777777777778,0.500277777777778,0.165,0.34,0.721666666666667,2.1375,2.44611111111111,2.26277777777778,0.528055555555556,0.380555555555555,0.218611111111111,0.233888888888889,0.401388888888889,0.529722222222222,1.53638888888889,0.403333333333333,3.65777777777778,0.284166666666667,0.943611111111111,3.71472222222222,3.65972222222222,0.396388888888889,0.221666666666667,0.317777777777778,0.164166666666667,0.161388888888889,1.37694444444444,1.21638888888889,0.569166666666667,0.713611111111111,0.490833333333333,2.295,1.25833333333333,0.697777777777778,0.596388888888889,0.815555555555556,0.178888888888889,0.675,1.9225,0.608055555555556,0.293333333333333,0.134722222222222,0.208333333333333,0.199444444444444,0.558611111111111,4.38805555555556,2.23694444444444,3.70555555555556,0.113888888888889,2.22916666666667,0.538888888888889,0.944166666666667,0.240277777777778,1.03555555555556,0.260555555555555,0.263055555555555,0.2325,0.368611111111111,0.789444444444444,0.234166666666667,1.12416666666667,1.28444444444444,0.605555555555555,0.53,2.32416666666667
"L701",0.669722222222222,0.976944444444444,1.79166666666667,3.95833333333333,0.506944444444444,0.803888888888889,1.36777777777778,2.79472222222222,0.711944444444444,0.963888888888889,1.56083333333333,2.7425,4.85333333333333,4.13666666666667,0.629722222222222,0.515555555555556,0,0.599722222222222,0.826388888888889,0.687222222222222,0.626666666666667,0.542222222222222,0.634722222222222,0.625555555555555,0.51,0.500833333333333,0,0.603888888888889,0.718055555555556,0.542222222222222,2.45388888888889,2.26694444444444,2.57944444444444,0.4925,0.696944444444444,0.651111111111111,0.626666666666667,0.389444444444444,0.029444444444444,1.61638888888889,0.72,3.97444444444444,0.598611111111111,0.764444444444445,4.03138888888889,3.97638888888889,0.713055555555556,0.576944444444445,0.695833333333333,0.641388888888889,0.5125,1.45666666666667,1.29638888888889,0.885833333333333,0.678055555555556,0.455277777777778,2.61166666666667,1.33833333333333,0.494722222222222,0.912777777777778,1.13194444444444,0.479166666666667,0.495555555555556,2.23916666666667,0.5725,0.421111111111111,0.588055555555556,0.606388888888889,0.645277777777778,0.875277777777778,4.70472222222222,2.22,4.02194444444444,0.553055555555556,2.54583333333333,0.855555555555556,0.908611111111111,0.651666666666667,1.11527777777778,0.597777777777778,0.641111111111111,0.610555555555556,0.746666666666667,1.10611111111111,0.5975,1.20416666666667,1.59666666666667,0.351111111111111,0.634444444444444,2.30722222222222
"L445",0.813055555555555,1.01916666666667,1.935,3.76638888888889,0.641111111111111,0.981388888888889,1.41,2.60277777777778,0.516388888888889,1.26777777777778,1.60333333333333,2.55055555555556,4.66138888888889,3.94444444444444,0.113333333333333,0.1975,0.642222222222222,0,1.13,0.411666666666667,0.0725,0.846111111111111,0.113333333333333,0.120833333333333,0.643888888888889,0.695,0.642222222222222,0.323333333333333,0.442222222222222,0.846111111111111,2.26194444444444,2.57055555555556,2.38722222222222,0.67,0.505,0.238611111111111,0.0725,0.523611111111111,0.671666666666667,1.65888888888889,0.528055555555556,3.78222222222222,0.405,1.06805555555556,3.83944444444444,3.78444444444444,0.521111111111111,0.341944444444444,0.42,0.3225,0.272777777777778,1.49916666666667,1.33861111111111,0.693888888888889,0.855555555555556,0.632777777777778,2.41972222222222,1.38055555555556,0.8225,0.720833333333333,0.94,0.288055555555555,0.799444444444444,2.04694444444444,0.75,0.435277777777778,0.286388888888889,0.085,0.118055555555556,0.683333333333333,4.51277777777778,2.36333333333333,3.83,0.228333333333333,2.35388888888889,0.663611111111111,1.08611111111111,0.146944444444444,1.15777777777778,0.041944444444444,0.365555555555556,0.285277777777778,0.470833333333333,0.914166666666667,0.345555555555555,1.24638888888889,1.40888888888889,0.7475,0.6325,2.45055555555556
"L096",1.02527777777778,1.33027777777778,1.86861111111111,4.40027777777778,0.848611111111111,0.692222222222222,1.72138888888889,3.23666666666667,1.09027777777778,0.333333333333333,1.91444444444444,3.18416666666667,5.29527777777778,4.57833333333333,1.07138888888889,0.957222222222222,0.791388888888889,1.04166666666667,0,1.155,1.06861111111111,0.764722222222222,1.07666666666667,1.0675,0.851666666666667,0.878333333333333,0.791388888888889,1.06527777777778,1.18583333333333,0.764722222222222,2.89583333333333,2.02361111111111,3.02111111111111,0.861944444444444,1.13888888888889,1.09277777777778,1.06861111111111,0.750277777777778,0.761111111111111,1.97,1.16166666666667,4.41611111111111,1.15055555555556,0.175277777777778,4.47305555555556,4.41805555555556,1.155,1.08722222222222,1.16361111111111,1.06444444444444,1.00194444444444,1.81027777777778,1.65,1.32777777777778,0.734722222222222,0.990833333333333,3.05333333333333,1.69194444444444,0.541388888888889,1.35472222222222,1.57388888888889,0.941944444444444,0.400555555555555,2.68083333333333,0.72,0.861111111111111,1.03,1.04833333333333,1.08694444444444,1.31722222222222,5.14666666666667,2.29694444444444,4.46388888888889,0.971944444444444,2.9875,1.29722222222222,0.801388888888889,1.09361111111111,1.46888888888889,1.03944444444444,1.10888888888889,1.07833333333333,1.21444444444444,1.54777777777778,1.09111111111111,1.55777777777778,1.95027777777778,0.838333333333333,1.01277777777778,2.38416666666667
"L188",0.863888888888889,1.07027777777778,1.98611111111111,3.84555555555556,0.691944444444444,0.774722222222222,1.46111111111111,2.68194444444444,0.243888888888889,1.25222222222222,1.65416666666667,2.62944444444444,4.74055555555556,4.02361111111111,0.421666666666667,0.285,0.693333333333333,0.456111111111111,1.2175,0,0.436944444444444,0.933333333333333,0.426666666666667,0.417777777777778,0.695,0.746111111111111,0.693333333333333,0.409722222222222,0.073888888888889,0.933333333333333,2.34111111111111,2.65805555555556,2.46638888888889,0.485277777777778,0.584166666666667,0.4075,0.436944444444444,0.574722222222222,0.7225,1.70972222222222,0.606944444444444,3.86138888888889,0.486388888888889,1.15527777777778,3.91833333333333,3.86333333333333,0.6,0.423333333333333,0.157777777777778,0.408888888888889,0.354166666666667,1.55,1.38972222222222,0.772777777777778,0.634444444444444,0.646111111111111,2.49861111111111,1.43166666666667,0.909722222222222,0.8,1.01916666666667,0.336666666666667,0.886666666666667,2.12611111111111,0.634166666666667,0.486388888888889,0.247777777777778,0.398333333333333,0.421388888888889,0.762222222222222,4.59166666666667,2.41444444444444,3.90916666666667,0.318888888888889,2.43277777777778,0.7425,0.912777777777778,0.443888888888889,1.20861111111111,0.450555555555555,0.159722222222222,0.221111111111111,0.107777777777778,0.993055555555556,0.426944444444444,1.2975,1.48805555555556,0.770833333333333,0.359722222222222,2.50166666666667
"L613",0.791388888888889,1.00194444444444,1.91361111111111,3.74444444444444,0.615,0.944444444444444,1.39277777777778,2.58083333333333,0.546666666666667,1.24805555555556,1.58583333333333,2.52861111111111,4.63944444444444,3.9225,0.136111111111111,0.225555555555555,0.605277777777778,0.042222222222222,1.11055555555556,0.441666666666667,0,0.826666666666667,0.136111111111111,0.140555555555555,0.618055555555556,0.677777777777778,0.605277777777778,0.351111111111111,0.418611111111111,0.826666666666667,2.24,2.55111111111111,2.36527777777778,0.633055555555556,0.483055555555556,0.2025,0,0.506388888888889,0.634722222222222,1.64138888888889,0.506111111111111,3.76027777777778,0.427777777777778,1.04861111111111,3.8175,3.7625,0.499166666666667,0.364444444444444,0.427777777777778,0.350277777777778,0.295555555555555,1.48194444444444,1.32138888888889,0.671944444444444,0.818611111111111,0.595833333333333,2.39777777777778,1.36333333333333,0.802777777777778,0.698888888888889,0.918055555555556,0.310833333333333,0.78,2.025,0.713055555555556,0.398333333333333,0.320833333333333,0.107777777777778,0.113055555555555,0.661388888888889,4.49083333333333,2.34194444444444,3.80805555555556,0.251111111111111,2.33194444444444,0.641666666666667,1.04916666666667,0.166666666666667,1.14027777777778,0.077777777777778,0.373333333333333,0.247777777777778,0.500833333333333,0.892222222222222,0.368055555555556,1.22916666666667,1.38694444444444,0.710555555555556,0.6625,2.42916666666667
"L597",0.507222222222222,1.08194444444444,1.62916666666667,4.17166666666667,0.353611111111111,0.815,1.47277777777778,3.00805555555556,0.936666666666667,0.929166666666667,1.66583333333333,2.95583333333333,5.06666666666667,4.35,0.843055555555556,0.728888888888889,0.548611111111111,0.813055555555555,0.791666666666667,0.894444444444444,0.84,0,0.848055555555555,0.838888888888889,0.3775,0.348888888888889,0.548611111111111,0.836666666666667,0.925277777777778,0,2.66722222222222,2.23222222222222,2.79277777777778,0.708055555555555,0.910277777777778,0.864444444444444,0.84,0.359722222222222,0.532777777777778,1.72138888888889,0.933333333333333,4.1875,0.921944444444444,0.729722222222222,4.24472222222222,4.18972222222222,0.926388888888889,0.858888888888889,0.903055555555556,0.835833333333333,0.773333333333333,1.56194444444444,1.40138888888889,1.09916666666667,0.686666666666667,0.837222222222222,2.825,1.44333333333333,0.486388888888889,1.12611111111111,1.34527777777778,0.686388888888889,0.461111111111111,2.45222222222222,0.566388888888889,0.632777777777778,0.801388888888889,0.819722222222222,0.858333333333333,1.08861111111111,4.91805555555556,2.0575,4.23527777777778,0.743333333333333,2.75916666666667,1.06888888888889,0.9025,0.865,1.22027777777778,0.811111111111111,0.848333333333333,0.817777777777778,0.953888888888889,1.31944444444444,0.8625,1.30916666666667,1.70194444444444,0.633333333333333,0.859166666666667,2.14472222222222
"L022",0.804166666666667,1.01055555555556,1.92638888888889,3.75083333333333,0.632222222222222,0.948611111111111,1.40138888888889,2.58722222222222,0.51,1.25194444444444,1.59444444444444,2.53472222222222,4.64583333333333,3.92888888888889,0.224444444444444,0.191111111111111,0.609166666666667,0.258888888888889,1.11444444444444,0.405,0.239444444444444,0.830555555555556,0,0.076111111111111,0.635277777777778,0.686388888888889,0.609166666666667,0.3175,0.435833333333333,0.830555555555556,2.24638888888889,2.555,2.37166666666667,0.636944444444444,0.489444444444444,0.297222222222222,0.239444444444444,0.515,0.638611111111111,1.65,0.512222222222222,3.76666666666667,0.398611111111111,1.0525,3.82361111111111,3.76861111111111,0.505555555555556,0.335277777777778,0.413611111111111,0.314444444444444,0.266388888888889,1.49027777777778,1.33,0.678333333333333,0.8225,0.599722222222222,2.40388888888889,1.37194444444444,0.806666666666666,0.705277777777778,0.924444444444444,0.281666666666667,0.783888888888889,2.03138888888889,0.716944444444444,0.4025,0.28,0.201111111111111,0.246111111111111,0.667777777777778,4.49722222222222,2.35472222222222,3.81444444444444,0.221944444444444,2.33805555555556,0.647777777777778,1.05305555555556,0.1025,1.14888888888889,0.253333333333333,0.358888888888889,0.328333333333333,0.464444444444444,0.898333333333333,0.339166666666667,1.23777777777778,1.39333333333333,0.714444444444444,0.625833333333333,2.44194444444444
"L650",0.740833333333333,0.946944444444444,1.86277777777778,3.69444444444444,0.568888888888889,0.909444444444444,1.33805555555556,2.53055555555556,0.451666666666667,1.19555555555556,1.53111111111111,2.47833333333333,4.58944444444444,3.8725,0.148055555555556,0.131111111111111,0.57,0.1825,1.05805555555556,0.346666666666667,0.163055555555556,0.773888888888889,0.153055555555556,0,0.571944444444444,0.623055555555556,0.57,0.259166666666667,0.3775,0.773888888888889,2.18972222222222,2.49861111111111,2.31527777777778,0.597777777777778,0.432777777777778,0.233611111111111,0.163055555555556,0.451666666666667,0.599444444444444,1.58666666666667,0.455833333333333,3.71027777777778,0.340277777777778,0.996111111111111,3.76722222222222,3.71222222222222,0.448888888888889,0.276944444444444,0.355277777777778,0.256111111111111,0.208055555555555,1.42694444444444,1.26666666666667,0.621666666666667,0.783333333333333,0.560555555555556,2.3475,1.30861111111111,0.750277777777778,0.648888888888889,0.867777777777778,0.223333333333333,0.727222222222222,1.975,0.677777777777778,0.363333333333333,0.221666666666667,0.124722222222222,0.169722222222222,0.611111111111111,4.44055555555556,2.29138888888889,3.75777777777778,0.163611111111111,2.28166666666667,0.591388888888889,1.01388888888889,0.064166666666667,1.08555555555556,0.176944444444444,0.300555555555556,0.27,0.406111111111111,0.841944444444444,0.280555555555555,1.17444444444444,1.33666666666667,0.675277777777778,0.5675,2.37861111111111
"L012",0.295555555555555,0.906944444444444,1.4175,4.005,0.101388888888889,0.931666666666666,1.29805555555556,2.84138888888889,0.824722222222222,1.04611111111111,1.49111111111111,2.78916666666667,4.9,4.18333333333333,0.672222222222222,0.558055555555556,0.500277777777778,0.645,0.908611111111111,0.719722222222222,0.671944444444444,0.368888888888889,0.677222222222222,0.668055555555555,0,0.264444444444444,0.500277777777778,0.662777777777778,0.750277777777778,0.368888888888889,2.50055555555556,2.11638888888889,2.62611111111111,0.774444444444444,0.743611111111111,0.696388888888889,0.671944444444444,0.185,0.483055555555556,1.54666666666667,0.766666666666667,4.02111111111111,0.748055555555556,0.846388888888889,4.07805555555556,4.02305555555556,0.759722222222222,0.684722222222222,0.728055555555556,0.661944444444444,0.615833333333333,1.38694444444444,1.22666666666667,0.9325,0.803333333333333,0.737222222222222,2.65833333333333,1.26861111111111,0.600833333333333,0.959444444444444,1.17861111111111,0.511388888888889,0.577777777777778,2.28583333333333,0.683055555555556,0.459166666666667,0.6275,0.648888888888889,0.687777777777778,0.921944444444444,4.75138888888889,1.84611111111111,4.06861111111111,0.569444444444444,2.5925,0.902222222222222,1.01916666666667,0.694444444444444,1.04555555555556,0.643055555555556,0.673611111111111,0.643055555555556,0.778888888888889,1.15277777777778,0.688333333333333,1.13444444444444,1.52694444444444,0.706111111111111,0.916388888888889,1.93333333333333
"L724",0.463333333333333,0.911666666666667,1.58527777777778,4.00972222222222,0.260833333333333,0.879444444444444,1.3025,2.84611111111111,0.829166666666667,0.993888888888889,1.49555555555556,2.79361111111111,4.90472222222222,4.18777777777778,0.676666666666667,0.5625,0.436944444444444,0.649722222222222,0.856388888888889,0.724166666666667,0.676666666666667,0.358055555555555,0.681666666666666,0.672777777777778,0.263611111111111,0,0.436944444444444,0.667222222222222,0.755,0.358055555555555,2.505,2.29666666666667,2.63055555555556,0.778888888888889,0.748333333333333,0.700833333333333,0.676666666666667,0.171666666666667,0.419722222222222,1.55111111111111,0.771111111111111,4.02555555555556,0.7525,0.794166666666667,4.0825,4.0275,0.764166666666667,0.689166666666667,0.7325,0.666388888888889,0.620277777777778,1.39138888888889,1.23111111111111,0.936944444444444,0.751111111111111,0.741666666666667,2.66277777777778,1.27305555555556,0.548611111111111,0.964166666666667,1.18305555555556,0.516111111111111,0.525555555555556,2.29027777777778,0.630833333333333,0.463611111111111,0.631944444444444,0.653333333333333,0.692222222222222,0.926388888888889,4.75583333333333,2.01388888888889,4.07333333333333,0.573888888888889,2.59694444444444,0.906666666666667,0.966944444444444,0.698888888888889,1.05,0.6475,0.678055555555556,0.6475,0.783333333333333,1.15722222222222,0.693055555555556,1.13888888888889,1.53166666666667,0.642777777777778,0.921111111111111,2.10111111111111
1197,0.669722222222222,0.976944444444444,1.79166666666667,3.95833333333333,0.506944444444444,0.803888888888889,1.36777777777778,2.79472222222222,0.711944444444444,0.963888888888889,1.56083333333333,2.7425,4.85333333333333,4.13666666666667,0.629722222222222,0.515555555555556,0,0.599722222222222,0.826388888888889,0.687222222222222,0.626666666666667,0.542222222222222,0.634722222222222,0.625555555555555,0.51,0.500833333333333,0,0.603888888888889,0.718055555555556,0.542222222222222,2.45388888888889,2.26694444444444,2.57944444444444,0.4925,0.696944444444444,0.651111111111111,0.626666666666667,0.389444444444444,0.029444444444444,1.61638888888889,0.72,3.97444444444444,0.598611111111111,0.764444444444445,4.03138888888889,3.97638888888889,0.713055555555556,0.576944444444445,0.695833333333333,0.641388888888889,0.5125,1.45666666666667,1.29638888888889,0.885833333333333,0.678055555555556,0.455277777777778,2.61166666666667,1.33833333333333,0.494722222222222,0.912777777777778,1.13194444444444,0.479166666666667,0.495555555555556,2.23916666666667,0.5725,0.421111111111111,0.588055555555556,0.606388888888889,0.645277777777778,0.875277777777778,4.70472222222222,2.22,4.02194444444444,0.553055555555556,2.54583333333333,0.855555555555556,0.908611111111111,0.651666666666667,1.11527777777778,0.597777777777778,0.641111111111111,0.610555555555556,0.746666666666667,1.10611111111111,0.5975,1.20416666666667,1.59666666666667,0.351111111111111,0.634444444444444,2.30722222222222
"L011",0.825,1.03527777777778,1.94694444444444,3.78027777777778,0.648611111111111,0.952222222222222,1.42638888888889,2.61666666666667,0.521111111111111,1.28138888888889,1.61944444444444,2.56416666666667,4.67527777777778,3.95833333333333,0.350277777777778,0.219166666666667,0.572222222222222,0.384722222222222,1.14388888888889,0.416111111111111,0.365555555555556,0.86,0.355277777777778,0.337222222222222,0.651388888888889,0.711388888888889,0.572222222222222,0,0.446944444444444,0.86,2.27583333333333,2.58444444444444,2.40111111111111,0.640555555555555,0.518888888888889,0.361388888888889,0.365555555555556,0.539722222222222,0.601666666666667,1.675,0.541944444444444,3.79611111111111,0.118611111111111,1.08194444444444,3.85333333333333,3.79833333333333,0.535,0.063611111111111,0.424722222222222,0.149722222222222,0.158055555555556,1.51527777777778,1.355,0.707777777777778,0.826388888888889,0.511388888888889,2.43333333333333,1.39694444444444,0.836111111111111,0.734722222222222,0.953888888888889,0.2525,0.813333333333333,2.06083333333333,0.720555555555556,0.446111111111111,0.236944444444444,0.326944444444444,0.355833333333333,0.697222222222222,4.52666666666667,2.37527777777778,3.84388888888889,0.203611111111111,2.3675,0.677222222222222,1.05666666666667,0.363333333333333,1.17388888888889,0.379166666666667,0.37,0.339444444444444,0.475555555555555,0.928055555555556,0.071944444444444,1.26277777777778,1.42277777777778,0.701944444444445,0.603611111111111,2.4625
"L553",0.894722222222222,1.10111111111111,2.01666666666667,3.87638888888889,0.722777777777778,0.822777777777778,1.49194444444444,2.71277777777778,0.291944444444444,1.30027777777778,1.685,2.66027777777778,4.77138888888889,4.05444444444444,0.4525,0.315833333333333,0.723888888888889,0.468333333333333,1.24805555555556,0.091944444444444,0.467777777777778,0.964166666666667,0.4575,0.448611111111111,0.725833333333333,0.776944444444444,0.723888888888889,0.440555555555555,0,0.964166666666667,2.37166666666667,2.68861111111111,2.49722222222222,0.533333333333333,0.615,0.380833333333333,0.467777777777778,0.605555555555555,0.753333333333333,1.74055555555556,0.637777777777778,3.89222222222222,0.517222222222222,1.18611111111111,3.94916666666667,3.89416666666667,0.630833333333333,0.454166666666667,0.205555555555555,0.439722222222222,0.385,1.58083333333333,1.42055555555556,0.803611111111111,0.6825,0.714444444444444,2.52944444444444,1.4625,0.940555555555556,0.830833333333333,1.04972222222222,0.367222222222222,0.9175,2.15694444444444,0.682222222222222,0.517222222222222,0.278611111111111,0.429166666666667,0.452222222222222,0.793055555555555,4.6225,2.44527777777778,3.94,0.349722222222222,2.46361111111111,0.773333333333333,0.960833333333333,0.474722222222222,1.23944444444444,0.466111111111111,0.213333333333333,0.231388888888889,0.155833333333333,1.02388888888889,0.457777777777778,1.32833333333333,1.51861111111111,0.829166666666667,0.407777777777778,2.5325
"L502",0.507222222222222,1.08194444444444,1.62916666666667,4.17166666666667,0.353611111111111,0.815,1.47277777777778,3.00805555555556,0.936666666666667,0.929166666666667,1.66583333333333,2.95583333333333,5.06666666666667,4.35,0.843055555555556,0.728888888888889,0.548611111111111,0.813055555555555,0.791666666666667,0.894444444444444,0.84,0,0.848055555555555,0.838888888888889,0.3775,0.348888888888889,0.548611111111111,0.836666666666667,0.925277777777778,0,2.66722222222222,2.23222222222222,2.79277777777778,0.708055555555555,0.910277777777778,0.864444444444444,0.84,0.359722222222222,0.532777777777778,1.72138888888889,0.933333333333333,4.1875,0.921944444444444,0.729722222222222,4.24472222222222,4.18972222222222,0.926388888888889,0.858888888888889,0.903055555555556,0.835833333333333,0.773333333333333,1.56194444444444,1.40138888888889,1.09916666666667,0.686666666666667,0.837222222222222,2.825,1.44333333333333,0.486388888888889,1.12611111111111,1.34527777777778,0.686388888888889,0.461111111111111,2.45222222222222,0.566388888888889,0.632777777777778,0.801388888888889,0.819722222222222,0.858333333333333,1.08861111111111,4.91805555555556,2.0575,4.23527777777778,0.743333333333333,2.75916666666667,1.06888888888889,0.9025,0.865,1.22027777777778,0.811111111111111,0.848333333333333,0.817777777777778,0.953888888888889,1.31944444444444,0.8625,1.30916666666667,1.70194444444444,0.633333333333333,0.859166666666667,2.14472222222222
